experiment_id,seed,status,real_nvp_test_nll,transformer_test_nll,real_nvp_validation_loss,transformer_validation_loss,real_nvp_parameters,transformer_parameters,output_dir,finished_at,error
EXP_MS_002,17,failed,,,,,,,C:\Users\amanp\OneDrive\Desktop\Uli_Projects_Attempts\Uli_Two_Moon_2\results\model_comparison\EXP_MS_1\EXP_MS_002,2026-09-07T16:26:03+00:00,[WinError 3] The system cannot find the path specified: 'C:\\Users\\amanp\\OneDrive\\Desktop\\Uli_Projects_Attempts\\Uli_Two_Moon_2\\results\\model_comparison\\EXP_MS_1\\EXP_MS_002\\raw\\real_nvp\\params__lr1e-3_ep600_bs500_wd0e0_cond1_seed17_layers9_h256'
EXP_MS_003,27,completed,0.2216019332408905,0.02459120564162731,0.22448663413524628,0.02464558742940426,612900,396312,C:\Users\amanp\OneDrive\Desktop\Uli_Projects_Attempts\Uli_Two_Moon_2\results\model_comparison\EXP_MS_003,2026-09-07T16:58:24+00:00,
EXP_MS_004,37,completed,0.2197997272014618,0.09123842418193817,0.22322534024715424,0.09339313954114914,612900,396312,C:\Users\amanp\OneDrive\Desktop\Uli_Projects_Attempts\Uli_Two_Moon_2\results\model_comparison\EXP_MS_004,2026-09-07T17:34:00+00:00,
EXP_MS_005,47,completed,0.2197277992963791,0.006273004692047834,0.22287553548812866,0.007680849172174931,612900,396312,C:\Users\amanp\OneDrive\Desktop\Uli_Projects_Attempts\Uli_Two_Moon_2\results\model_comparison\EXP_MS_005,2026-09-07T18:13:52+00:00,
